Supplementary File 2. Correlaiton and cosine coefficients for item pairs,,,,,
,from,to,spearman,cosine,sample
693,8,22,0.655695895,0.416889846,1
694,8,23,0.637148446,0.378635198,2
695,8,24,0.677993415,0.282353997,2
696,8,25,0.702468914,0.684707582,1
697,8,26,0.625065864,0.33121556,1
698,8,27,0.620725049,0.582753956,1
699,8,28,0.618137421,0.323369801,1
700,8,29,0.622703475,0.303523779,2
701,8,30,0.631761728,0.382432461,1
702,8,31,0.694809617,0.594002068,1
703,8,32,0.611963391,0.441011995,2
704,8,33,0.635154569,0.343482316,1
705,8,34,0.579508341,0.310791194,1
706,8,35,0.609101302,0.30786097,1
707,8,36,0.627254542,0.307052821,1
708,8,37,0.624618896,0.19925487,1
709,8,38,0.584395402,0.370188236,1
710,8,39,0.64258156,0.641101003,1
711,8,9,0.718435125,0.520174921,1
712,9,10,0.67921521,0.317367136,1
713,9,11,0.681543211,0.174918592,2
714,9,12,0.710427427,0.428338587,1
715,9,13,0.653315203,0.44107455,1
716,9,14,0.686146454,0.248519525,1
717,9,15,0.726523186,0.321550131,1
718,9,16,0.701054007,0.199600667,1
719,9,17,0.681055915,0.380358338,2
720,9,18,0.688920327,0.321292877,1
721,9,19,0.675507186,0.42360884,2
722,9,20,0.638626004,0.545464039,1
723,9,21,0.784539657,0.758247018,1
724,9,22,0.638890817,0.454275608,1
725,9,23,0.640562382,0.309708416,1
726,9,24,0.674180832,0.17499432,1
727,9,25,0.552344242,0.257392883,1
728,9,26,0.523877645,0.258235037,1
729,9,27,0.672858758,0.365551889,1
730,9,28,0.641841562,0.207935333,1
731,9,29,0.665974026,0.158971667,2
732,9,30,0.673801835,0.436683834,1
733,9,31,0.59916544,0.403305233,1
734,9,32,0.657062464,0.318691313,2
735,9,33,0.619240149,0.157208338,1
736,9,34,0.512175024,0.234149218,1
737,9,35,0.530527506,0.194023281,1
738,9,36,0.544454477,0.284539878,1
739,9,37,0.542928125,0.190842226,2
740,9,38,0.51966545,0.355698586,1
741,9,39,0.594312923,0.330956876,1
